Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
M,1.4,1.075,0.4,23.7285315,8.15048125,4.3374735,7.7961125,15
M,1.6125,1.2875,0.5,41.71628925,18.0586315,8.34892775,12.0485375,12
M,1.4,1.075,0.375,24.607366,10.50348975,5.54232725,6.9456275,10
F,1.45,1.15,0.375,28.64716975,14.27397325,7.1724235,7.7961125,8
M,1.5625,1.225,0.4375,34.6147395,16.62698175,7.27164675,9.63883,9
M,0.9125,0.675,0.2125,6.08096775,2.83495,1.31825175,1.70097,6
I,1.225,0.9375,0.325,16.23008875,7.6260155,3.27436725,4.252425,8
F,1.4125,1.1,0.375,25.3728025,10.2908685,5.40057975,7.7961125,9
F,1.4,1.1125,0.375,26.2232875,11.113004,5.5848515,7.7961125,10
M,1.75,1.4375,0.5375,59.53395,24.28134675,13.67863375,17.066399,13
M,1.45,1.1875,0.4125,27.612413,12.20445975,6.520385,8.0796075,8
M,1.6125,1.225,0.45,32.375129,13.73533275,8.37727725,9.4970825,19
M,1.625,1.2375,0.4625,35.25260325,17.463292000000003,8.164655999999999,9.48290775,9
F,1.55,1.15,0.3625,27.14464625,13.65028425,5.51397775,6.690482,8
F,1.6375,1.3125,0.475,38.215126,16.896302,7.8528115000000005,11.1980525,15
F,1.75,1.375,0.5125,45.68521925,20.97863,8.674947,12.48795475,11
F,1.55,1.25,0.4,34.58639,13.90542975,7.01650125,9.7805775,15
F,1.625,1.3625,0.475,40.38386275,13.13999325,8.2497045,11.623294999999999,25
F,1.4125,1.075,0.4,23.60095875,8.7032965,4.83358975,7.7961125,10
F,1.525,1.225,0.4,31.19862475,15.4504775,6.93145275,8.50485,8
F,1.25,0.9625,0.3375,17.463292000000003,7.937860000000001,4.025629,5.5281525,14
M,1.4625,1.1375,0.3125,24.87668625,9.48290775,6.08096775,8.221355,12
I,1.0375,0.8125,0.2875,10.886208,4.9044635,2.16873675,3.118445,6
I,1.2,0.9,0.275,14.35902175,6.293589,2.9483479999999997,4.53592,8
I,1.3125,1.0625,0.3125,19.74542675,10.4609655,3.92640575,5.2446575,8
M,1.575,1.2,0.4125,33.40988575,15.507176500000002,7.55514175,8.6465975,9
I,1.175,0.925,0.3625,15.875720000000001,6.123492,2.87747425,4.89028875,8
F,1.8875,1.4125,0.5125,57.606184,21.262125,12.48795475,16.44271,17
I,1.1625,0.9375,0.2875,13.39513875,6.605433500000001,2.67902775,4.252425,7
I,1.1875,0.9125,0.3,13.79203175,6.2652395,3.72795925,3.175144,7
M,1.45,1.125,0.3875,22.8213475,9.42620875,4.252425,7.654364999999999,9
M,1.4625,1.15,0.4125,27.895908000000002,11.15552825,7.15824875,7.229122500000001,13
M,1.325,1.05,0.3875,19.504456,8.77417025,4.72019175,5.811647499999999,11
I,1.15,0.8875,0.275,12.360382000000001,5.59902625,2.721552,3.5436875,7
F,1.175,0.8875,0.35,14.4865945,5.0178614999999995,2.9483479999999997,5.216308000000001,16
M,1.45,1.15,0.3875,25.344453,9.39785925,5.71242425,7.937860000000001,10
F,1.4875,1.1875,0.45,33.77842925,14.21727425,6.8605789999999995,10.77281,15
M,1.4625,1.2125,0.425,32.119983500000004,13.210867000000002,8.03708325,9.4970825,10
I,1.675,1.25,0.425,34.501341499999995,15.63474925,6.0100940000000005,9.39785925,10
F,1.5,1.1875,0.4,30.5324115,14.16057525,7.087375,8.0796075,11
M,0.825,0.6625,0.225,5.3013565,2.05533875,1.190679,1.9844650000000001,16
I,0.8125,0.6,0.175,4.94698775,2.48058125,1.00640725,1.13398,6
I,1.175,0.8625,0.3,12.6722265,4.7910655,2.65067825,3.8271824999999997,7
M,1.2625,1.025,0.325,19.83047525,8.1930055,3.7704835,5.159609,10
F,1.5,1.1875,0.4125,27.8675585,12.94154675,5.79747275,8.50485,9
F,1.5875,1.225,0.4125,36.6559035,16.0174675,6.9456275,9.07184,11
M,1.3125,1.0625,0.3125,24.56484175,8.00873375,4.989512,8.00873375,11
M,1.425,1.125,0.375,22.4244545,9.8939755,4.86193925,6.095142500000001,9
I,1.175,0.9,0.275,13.53688625,6.180191000000001,2.5231055000000002,4.252425,8
M,1.5125,1.2375,0.4375,35.98969025,17.1514475,7.6827145,9.298636,13
M,1.5875,1.2375,0.425,37.7331845,17.95940825,8.901743,9.525432,10
I,0.7875,0.6,0.175,3.8838815,1.54504775,0.89300925,1.26155275,6
I,1.5875,1.2375,0.4125,32.07745925,16.34348675,7.04485075,8.66077225,8
F,1.2875,1.05,0.3625,23.68600725,9.6671795,5.3580555,7.229122500000001,8
F,1.4375,1.125,0.4125,26.12406425,9.28446125,6.3786375,7.257472,16
I,0.6875,0.5125,0.175,2.84912475,1.20485375,0.6520385000000001,0.8788345,8
F,1.2625,0.9625,0.3,16.68368075,6.33611325,3.6003865,5.386405,13
M,1.3375,1.0875,0.325,21.64484325,9.28446125,4.97533725,6.23689,9
F,0.9,0.675,0.2125,6.2652395,2.2963095,1.77184375,1.9844650000000001,11
M,1.2,0.9125,0.3125,14.628342000000002,6.10931725,3.6003865,4.3941725,9
F,1.6,1.275,0.475,38.00250475,14.3164975,8.3064035,11.906789999999999,24
I,1.15,0.9125,0.275,14.4865945,6.25106475,2.9199985,3.4869885000000003,7
F,1.5875,1.1875,0.4375,35.777069,15.35125425,9.156888499999999,9.7805775,9
I,0.6875,0.5,0.1625,2.99087225,1.17650425,0.5386405,0.850485,5
F,1.325,1.0375,0.4125,28.236102000000002,13.93377925,5.42892925,9.8939755,8
M,1.45,1.15,0.4625,26.393384499999996,11.43902325,5.71242425,8.3631025,15
F,0.725,0.525,0.1875,3.67126025,1.28990225,0.66621325,0.9922325000000001,5
F,1.525,1.2,0.3625,31.1561005,15.86154525,6.406987,7.654364999999999,11
M,0.9625,0.7,0.2375,6.30776375,3.21766825,1.45999925,1.70097,6
F,1.5625,1.2125,0.4125,34.6147395,17.1514475,7.767763,8.50485,12
M,1.475,1.125,0.3625,30.022120500000003,14.35902175,6.577083999999999,7.5126175,8
I,0.6875,0.5125,0.175,2.76407625,1.0205819999999999,0.5386405,1.0205819999999999,6
I,0.8375,0.625,0.2,4.847764499999999,1.77184375,0.9355334999999999,1.2757275,6
M,1.3,1.0125,0.3,18.512223499999998,8.34892775,3.912231,4.762716,9
M,1.3125,1.1,0.325,23.79940525,8.94426725,5.40057975,6.81805475,11
M,1.3,1.0,0.375,22.6512505,9.42620875,4.4508715,6.23689,10
F,1.5875,1.25,0.375,36.514156,16.244263500000002,8.60407325,10.3475675,15
M,1.2875,0.95,0.3375,16.9813505,6.78970525,3.685435,5.386405,9
F,1.6125,1.25,0.475,40.78075575,17.1514475,9.525432,11.056305,10
I,0.8875,0.6625,0.2,6.293589,2.9766974999999998,1.3040770000000002,1.927766,8
F,1.575,1.25,0.4125,35.25260325,14.75591475,7.78193775,10.0640725,12
M,1.5,1.2125,0.4125,34.501341499999995,12.79979925,7.399219500000001,9.355335,11
F,1.5875,1.25,0.4625,44.423666499999996,17.0097,7.78193775,13.324264999999999,14
I,1.15,0.8875,0.3125,13.99047825,5.8683464999999995,3.061746,3.8271824999999997,8
M,1.5125,1.2125,0.375,33.38153625,11.75086775,7.64019025,9.7805775,14
M,1.3625,1.1375,0.375,26.46425825,9.31281075,6.22271525,7.087375,14
M,1.5625,1.2375,0.4125,32.33260475,16.329311999999998,5.8683464999999995,8.83086925,11
F,1.4125,1.0,0.4375,28.67551925,11.396499,6.4353365,10.0640725,11
F,1.425,1.1625,0.375,27.99513125,14.203099499999999,5.556502,7.087375,8
F,1.675,1.3125,0.4,42.82191975,19.94387325,10.50348975,10.0640725,11
M,1.425,1.1125,0.3875,28.76056775,14.628342000000002,4.649318,8.50485,10
F,1.1125,0.825,0.25,11.0846545,4.1673765,2.778251,3.2034935,7
M,1.7625,1.35,0.4375,54.742884499999995,25.401152,12.99824575,14.17475,13
I,1.35,1.0625,0.3625,21.72989175,7.399219500000001,4.762716,7.229122500000001,11
F,1.375,1.15,0.4125,27.499015000000004,13.9763035,5.57067675,7.58349125,11
F,1.4,1.1125,0.35,25.8830935,12.82814875,5.76912325,7.1724235,9
M,1.4875,1.1625,0.375,31.62386725,12.0485375,7.087375,9.7805775,14
M,1.1625,0.9125,0.3,17.8885345,8.34892775,3.35941575,5.14543425,10
M,1.5375,1.175,0.375,32.16250775,10.78698475,6.9739770000000005,9.7805775,21
I,0.85,0.675,0.225,5.811647499999999,2.19708625,0.92135875,1.9844650000000001,7
M,1.625,1.325,0.4375,42.82191975,21.262125,9.015141,11.29727575,9
I,1.4375,1.15,0.4375,31.3261975,13.79203175,7.0023265,8.9300925,9
I,1.3375,0.9125,0.2375,14.571643,6.36446275,2.8632995,4.252425,16
I,0.95,0.725,0.25,8.57572375,3.515338,1.88524175,2.324659,7
I,1.0875,0.85,0.2875,11.77921725,4.7910655,2.50893075,4.1106775,8
I,0.6875,0.5,0.2,4.09650275,1.6159215,0.5953395,1.2190285,5
M,1.4125,1.1,0.4125,23.189891,9.8372765,4.52174525,7.7961125,10
M,1.4125,1.075,0.3375,22.92057075,11.86426575,5.71242425,6.23689,8
F,1.3,1.025,0.375,20.36911575,9.07184,4.280774500000001,5.5281525,13
F,1.1375,0.9375,0.3125,14.826788500000001,6.633783,3.30271675,4.1106775,12
I,1.0875,0.875,0.25,10.75863525,4.49339575,2.1262125,3.40194,7
F,1.5125,1.175,0.3875,31.127751,12.91319725,6.67630725,8.9300925,12
F,1.2125,0.9875,0.3125,16.31513725,8.66077225,3.2601925,4.819415,8
I,1.025,0.775,0.25,9.355335,6.0384435,2.33883375,2.4097075,7
I,1.375,1.05,0.4,24.81998725,9.28446125,5.82582225,8.6465975,16
M,1.5,1.1625,0.4125,29.426781,12.65805175,6.25106475,7.654364999999999,13
M,1.6125,1.25,0.425,37.137845,19.97222275,8.49067525,9.4970825,10
F,1.5,1.1875,0.4125,32.034935,12.82814875,7.41339425,10.942907,11
M,1.4625,1.1875,0.3875,28.547946500000002,13.891255,5.96756975,7.7961125,11
I,0.8875,0.6875,0.2125,6.1518415,2.381358,1.23320325,2.551455,6
F,1.6875,1.425,0.5,51.80871125,26.0531905,10.375917,13.749507500000002,13
F,1.75,1.4625,0.4375,62.652395,30.37648925,13.99047825,14.3164975,10
M,1.2125,0.8875,0.3375,16.79707875,7.5126175,3.7421339999999996,4.762716,10
I,1.2625,1.05,0.4,22.04173625,11.4248485,4.9044635,6.3786375,10
F,1.2625,0.975,0.3375,15.365429,5.329706,3.2601925,4.6776675,12
M,1.5125,1.1625,0.4125,29.21415975,12.40290625,6.350288,8.788345,9
I,1.3125,0.9875,0.3,17.236496,8.4198015,3.4869885000000003,3.98310475,10
M,1.5625,1.25,0.4,38.612019000000004,17.8885345,7.7394134999999995,8.561549000000001,10
M,1.425,1.125,0.3875,24.777463,9.87980075,4.7910655,6.3786375,16
F,1.3125,1.0375,0.35,21.3471735,7.229122500000001,4.479221,7.229122500000001,14
M,1.2875,0.95,0.3,16.40018575,6.066793,3.4869885000000003,4.9611625,12
M,1.575,1.2,0.3625,28.67551925,12.00601325,6.7188315,8.6465975,10
M,1.15,0.9,0.375,16.839603,7.937860000000001,3.118445,5.10291,11
F,1.35,1.0,0.3375,17.98775775,7.9662095,4.847764499999999,5.443104,8
M,1.425,1.1125,0.4125,24.720764000000003,9.68135425,5.6699,7.5126175,10
F,1.6775,1.35,0.4125,42.2691045,19.561155,9.241937,11.7650425,11
I,1.0375,0.8125,0.225,9.8939755,4.819415,1.77184375,2.551455,8
F,1.575,1.1875,0.4375,36.81182575,14.55746825,9.7238785,9.07184,11
I,1.025,0.775,0.25,8.0229085,3.33106625,1.85689225,2.4097075,8
F,1.7625,1.3625,0.425,43.64405525,17.22232125,10.41844125,13.16834275,13
M,1.25,0.975,0.3375,17.70426275,8.845044,3.50116325,4.3941725,8
M,1.65,1.325,0.475,45.23162725,19.220961,9.3836845,13.60776,11
F,1.6,1.25,0.4375,37.32211675,17.98775775,7.200773,14.17475,12
M,1.375,1.075,0.375,22.26853225,10.6310625,4.5075705,6.47786075,8
M,1.275,1.0125,0.325,18.86659225,8.43397625,3.78465825,5.2446575,9
F,1.3875,1.05,0.35,23.85610425,10.61688775,5.726599,6.662132499999999,9
I,1.0375,0.8125,0.2375,9.8939755,4.139027,1.63009625,2.83495,8
F,1.6,1.2625,0.4375,37.364641,14.58581775,8.54737425,9.2135875,10
F,1.5625,1.2125,0.4375,33.26813825,11.736692999999999,7.3425205,9.63883,14
F,1.125,0.875,0.3125,13.87708025,5.74077375,3.345241,4.3941725,13
I,0.925,0.725,0.2375,7.58349125,3.92640575,1.11980525,1.9844650000000001,6
F,1.5625,1.2125,0.4125,30.94347925,14.514944,7.881161,8.03708325,11
I,1.3125,0.9375,0.3125,16.03164225,6.90310325,3.3735904999999997,4.9611625,8
F,1.5875,1.25,0.425,39.405805,16.74037975,8.448151,10.3475675,15
I,1.05,0.775,0.2375,8.00873375,3.798833,1.4458245,2.26796,6
F,1.575,1.15,0.375,31.269498499999997,14.16057525,6.93145275,7.824462,10
I,1.0125,0.775,0.225,7.144074000000001,3.01922175,1.68679525,2.1262125,7
M,1.125,0.8875,0.3125,13.777857000000001,5.4147545,3.10427025,4.1106775,9
I,0.3875,0.35,0.075,0.396893,0.12757275,0.09922325,0.1417475,4
I,0.9875,0.7375,0.2625,6.4353365,2.9483479999999997,1.3891255,2.45223175,6
M,1.275,1.0,0.3125,16.726205,6.350288,4.53592,5.6699,11
M,1.325,1.0,0.3125,17.4916415,7.087375,3.52951275,4.63514325,10
M,1.4375,1.125,0.375,26.01066625,10.035722999999999,6.08096775,7.229122500000001,10
M,1.175,0.9125,0.3125,14.8834875,6.5487345,3.3168915,4.1106775,7
M,1.5625,1.1625,0.4,32.10580875,15.478826999999999,5.556502,9.4970825,10
F,1.4625,1.1375,0.425,23.91280325,10.77281,5.65572525,7.229122500000001,15
I,1.125,0.875,0.275,11.5382465,5.8966959999999995,2.721552,3.35941575,8
M,1.3,1.075,0.3625,25.21688025,8.8733935,4.86193925,10.6310625,19
M,1.6,1.225,0.3625,34.79901125,12.60135275,6.747180999999999,13.891255,15
M,1.4125,1.15,0.425,24.777463,11.58077075,4.989512,7.654364999999999,9
I,0.95,0.6875,0.225,6.917278,2.721552,1.4458245,2.26796,7
F,1.3625,1.125,0.3625,24.720764000000003,9.19941275,5.51397775,7.087375,12
M,1.625,1.2875,0.5125,43.81415225,18.824068,10.886208,10.914557499999999,11
I,0.975,0.7,0.225,7.9095105,3.55786225,1.757669,2.1262125,7
F,1.575,1.125,0.4,28.576296000000003,12.43125575,6.08096775,8.50485,10
M,1.5625,1.2125,0.4,30.022120500000003,12.615527499999999,7.47009325,10.20582,9
F,1.375,1.05,0.3375,18.030282,8.334753,4.0539785,4.9611625,9
F,1.275,0.9875,0.375,20.28406725,8.97261675,4.989512,6.80388,11
F,1.65,1.2625,0.45,37.42134,16.96717575,8.901743,12.5021295,9
I,1.175,0.8875,0.2625,14.968535999999999,5.57067675,2.9199985,3.8318355000000004,8
M,1.4,1.0625,0.3375,26.03901575,12.1619355,5.71242425,6.520385,12
M,1.3375,1.125,0.3875,20.14231975,8.986791499999999,4.43669675,6.520385,11
F,1.4125,1.2,0.4,37.52056325,15.4504775,7.64019025,11.906789999999999,11
F,1.3875,1.0625,0.425,24.8058125,10.47514025,5.68407475,7.229122500000001,10
F,1.5,1.175,0.375,30.71668325,14.50076925,5.71242425,8.9300925,10
I,0.7375,0.55,0.175,3.38776525,1.4741739999999999,0.43941725,0.9922325000000001,5
M,1.6125,1.275,0.5125,38.20095125,13.02659525,6.25106475,12.65805175,20
M,1.475,1.1625,0.3625,31.808139,14.84096325,6.9739770000000005,7.5126175,10
F,1.8125,1.5,0.525,44.56484175,20.53921275,10.70193625,15.7339725,9
M,1.425,1.15,0.4375,25.55707425,10.914557499999999,5.4714535,7.37087,10
M,0.925,0.6875,0.2,6.08096775,2.664853,1.17650425,1.9844650000000001,6
I,1.1,0.825,0.3125,11.41067375,4.80524025,3.52951275,2.83495,7
M,1.5875,1.2375,0.4375,34.699788,16.0174675,7.78193775,9.4970825,8
M,1.5125,1.15,0.425,31.949886499999998,15.166982500000001,8.63242275,7.47009325,9
F,1.4,1.1125,0.3375,23.246589999999998,9.82310175,4.86193925,7.7961125,15
I,1.175,0.9375,0.3125,15.507176500000002,6.605433500000001,3.86970675,4.3941725,9
M,1.125,0.8375,0.2875,13.53688625,5.9533949999999995,2.62232875,4.252425,10
I,1.2875,1.0,0.3375,17.67591325,7.824462,3.27436725,5.9533949999999995,15
F,1.5125,1.15,0.4,31.90736225,15.762322,6.39281225,7.937860000000001,10
F,1.525,1.1875,0.4,32.772022,15.23785625,7.881161,8.66077225,11
I,1.0,0.7875,0.25,9.19941275,4.72019175,1.7860185000000002,2.6932025,9
F,1.6,1.2875,0.4125,43.885026,17.916884,9.48290775,11.056305,10
F,1.1625,0.8875,0.3,12.813974,5.51397775,2.82077525,3.685435,11
I,1.25,0.975,0.3,16.71203025,7.24329725,3.7137845,4.7343665,8
F,1.325,1.1,0.325,22.6512505,7.711064,4.86193925,6.520385,11
M,1.625,1.225,0.4375,34.23202125,15.32290475,7.66853975,9.07184,10
I,1.0625,0.7875,0.25,9.76640275,4.4508715,2.25378525,2.551455,8
M,1.375,1.0625,0.375,23.57260925,6.9456275,5.8683464999999995,7.087375,15
I,1.225,0.925,0.3375,14.203099499999999,6.4920355,3.58621175,3.8271824999999997,8
I,0.9125,0.6625,0.225,6.10931725,2.84912475,1.0205819999999999,1.70097,6
I,0.9125,0.65,0.2375,6.39281225,2.438057,1.587572,2.26796,6
I,0.8375,0.65,0.225,5.82582225,2.778251,0.92135875,1.757669,6
F,1.55,1.275,0.4375,34.45881725,14.74174,7.824462,9.7805775,11
F,0.9625,0.75,0.275,8.12213175,3.47281375,1.80019325,2.26796,9
M,1.375,1.0625,0.4125,20.28406725,9.015141,5.9250455,5.811647499999999,11
F,1.7,1.375,0.4875,47.384828999999996,20.22736825,11.9918385,13.3526145,11
M,1.625,1.2875,0.45,38.9805625,16.045817,7.569316499999999,11.623294999999999,13
F,1.15,0.875,0.2875,12.99824575,4.6776675,3.118445,3.5436875,10
I,0.5125,0.375,0.1125,1.3040770000000002,0.46776675,0.340194,0.38271825,6
I,0.4125,0.3125,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4
M,1.5,1.2,0.4375,32.10580875,13.11164375,5.5281525,9.922325,19
I,1.05,0.7625,0.25,8.901743,4.139027,1.57339725,2.26796,8
I,0.925,0.6875,0.225,6.1518415,2.721552,1.14815475,2.26796,7
M,1.25,1.0,0.3875,21.72989175,9.695528999999999,3.685435,6.70465675,11
F,1.525,1.125,0.3625,28.42037375,12.40290625,6.30776375,8.788345,12
F,1.4625,1.1,0.375,26.308335999999997,11.75086775,6.1518415,7.37087,13
F,1.5875,1.2,0.5125,35.11085575,13.579410500000002,7.55514175,11.906789999999999,23
I,1.2125,0.975,0.3,16.40018575,7.24329725,3.81300775,4.3941725,8
M,1.45,1.125,0.375,28.76056775,11.4248485,6.13766675,8.221355,9
F,1.3125,1.0125,0.3625,20.638436,9.87980075,4.7910655,6.662132499999999,9
M,1.6625,1.325,0.5,42.297453999999995,13.53688625,8.37727725,18.58309725,17
F,1.3625,1.1125,0.3375,24.720764000000003,9.19941275,6.7755304999999995,6.7755304999999995,10
F,1.7,1.3,0.4375,42.82191975,20.14231975,7.66853975,11.623294999999999,12
M,1.525,1.2,0.4125,30.107169,13.99047825,6.9739770000000005,8.9300925,11
F,1.6,1.2625,0.375,37.1094955,17.08057375,8.6465975,9.63883,9
M,1.375,1.1,0.3375,24.79163775,9.82310175,5.0462110000000004,7.7961125,10
F,1.2375,0.95,0.3375,16.782904000000002,7.10154975,3.30271675,5.10291,10
I,0.6375,0.4875,0.1625,2.2963095,0.793786,0.5102909999999999,0.7654365,5
F,1.65,1.2625,0.4625,35.76289425,14.855138,8.164655999999999,10.3475675,10
M,1.525,1.175,0.375,31.3828965,16.0174675,6.73300625,7.087375,9
I,1.0375,0.7625,0.275,10.02154825,4.989512,2.25378525,2.83495,9
I,1.0625,0.8375,0.275,11.77921725,4.46504625,2.0128145,3.40194,8
F,1.075,0.85,0.3,12.587178,5.54232725,4.3941725,3.9689300000000003,10
I,1.075,0.8125,0.275,11.3398,4.989512,2.45223175,3.41611475,7
I,0.7,0.575,0.1875,3.64291075,1.5025235000000001,0.850485,1.13398,6
M,1.625,1.3125,0.4625,41.4753185,17.73261225,8.221355,12.3320325,12
M,1.25,0.9875,0.4125,17.463292000000003,6.80388,4.252425,6.7755304999999995,17
M,1.5875,1.3125,0.4125,36.4291075,16.54193325,9.76640275,8.731646000000001,9
I,0.9125,0.675,0.225,6.7188315,3.061746,1.11980525,1.9844650000000001,8
M,1.05,0.775,0.25,7.95203475,3.24601775,1.60174675,2.83495,10
M,1.5125,1.175,0.4125,24.1821235,11.481547500000001,5.556502,8.3631025,11
M,1.5,1.175,0.35,30.192217499999998,13.53688625,6.16601625,8.9300925,10
M,1.1375,0.8875,0.2375,11.793391999999999,4.7910655,2.83495,4.1106775,8
F,1.375,1.0625,0.375,22.97726975,8.94426725,4.15320175,6.80388,10
M,1.3625,1.125,0.35,23.246589999999998,13.08329425,3.6003865,6.180191000000001,9
I,0.6125,0.4625,0.1625,1.94194075,0.63786375,0.396893,0.396893,4
M,1.7875,1.4,0.4625,60.96559975,30.46153775,12.94154675,14.0330025,11
F,1.625,1.3125,0.475,42.14153175,17.57669,12.47378,12.0485375,14
I,1.25,0.925,0.3,15.875720000000001,7.07320025,3.01922175,4.252425,7
F,1.55,1.225,0.3875,33.8776525,15.94659375,7.27164675,9.4970825,12
M,1.3,1.025,0.475,21.8007655,7.7961125,3.8271824999999997,8.0796075,16
I,0.9625,0.7125,0.2125,6.16601625,2.7499015,1.077281,1.8994165,7
M,1.7625,1.4125,0.5375,53.6089045,19.77377625,13.39513875,16.44271,17
I,1.3625,1.0125,0.3625,24.777463,9.8372765,4.89028875,7.37087,9
I,1.3125,1.0125,0.3625,21.87163925,9.270286500000001,4.1957260000000005,5.10291,11
I,1.3,1.0125,0.3375,20.638436,9.07184,5.23048275,7.5126175,11
I,1.2125,0.9375,0.3,15.49300175,7.24329725,2.90582375,4.80524025,9
M,1.625,1.275,0.4375,36.1456125,16.5277585,7.144074000000001,9.440383500000001,10
I,1.3625,1.0375,0.3375,19.84465,9.19941275,4.5642695,6.605433500000001,8
F,1.575,1.275,0.4375,38.68289275,14.13222575,7.01650125,11.056305,18
F,1.45,1.125,0.375,26.2232875,11.141353500000001,6.16601625,7.229122500000001,15
I,1.0375,0.7875,0.25,10.75863525,5.499803,2.48058125,2.9766974999999998,7
F,1.6375,1.4125,0.4125,44.67007875,18.2287285,10.78698475,11.7650425,13
M,1.125,0.875,0.325,15.507176500000002,6.67630725,3.75630875,4.3941725,9
F,1.0,0.7875,0.225,8.40562675,3.9689300000000003,1.4458245,2.3530085,7
I,0.525,0.425,0.1125,1.40330025,0.66621325,0.29766975,0.36854349999999997,5
I,1.0125,0.7625,0.225,8.17883075,4.2240755,2.22543575,2.551455,7
M,1.475,1.2125,0.375,28.2077525,13.90542975,6.3219385,8.334753,10
I,1.4625,1.175,0.4125,24.8058125,11.75086775,5.0745605000000005,7.9095105,9
M,1.5875,1.2625,0.4625,36.457457,15.43630275,8.3631025,11.056305,15
I,1.1375,0.9125,0.3,14.0330025,6.36446275,3.118445,4.1106775,10
F,1.5125,1.1625,0.4125,31.18445,11.94931425,7.01650125,9.63883,14
F,1.6125,1.25,0.375,35.98969025,16.4143605,8.6465975,9.63883,9
I,1.1,0.7625,0.25,10.744460499999999,5.08873525,2.5231055000000002,2.83495,7
I,0.6875,0.5125,0.2125,2.7499015,1.17650425,0.94970825,0.963883,5
F,1.25,1.0,0.325,18.01610725,7.81028725,3.7704835,5.2446575,10
M,1.2,1.0,0.3375,19.71707725,8.3631025,3.8838815,5.2446575,8
M,1.5875,1.2625,0.425,38.71124225,17.44911725,8.88756825,10.20582,20
I,1.325,1.0125,0.375,19.15008725,8.54737425,4.15320175,5.9533949999999995,8
M,1.4,1.1,0.375,23.3883375,9.8372765,5.0745605000000005,7.37087,10
M,1.4125,1.1,0.4,25.86891875,10.829509,5.79747275,7.7961125,8
F,1.65,1.2875,0.4875,46.45065575,23.00561925,9.525432,10.0640725,10
M,1.625,1.2,0.45,36.173962,17.53416575,7.7394134999999995,9.63883,12
I,0.9625,0.7,0.225,7.98038425,3.47281375,1.28990225,1.927766,10
M,1.8375,1.4,0.4125,49.781721999999995,18.0586315,9.65300475,16.44271,21
M,1.0875,0.875,0.2875,13.8062065,5.96756975,2.9199985,3.8271824999999997,16
I,0.725,0.525,0.175,3.24601775,1.3040770000000002,0.66621325,1.09145575,9
F,1.6125,1.25,0.4625,33.55163325,12.20445975,6.520385,11.056305,17
M,1.4,1.1375,0.375,27.68328675,11.49572225,6.36446275,7.654364999999999,12
F,1.5,1.25,0.45,33.43823525,14.33067225,7.78193775,10.61688775,12
I,1.0,0.75,0.225,9.68135425,4.57844425,1.77184375,2.26796,7
M,1.7125,1.3,0.4125,40.92250325,12.3887315,5.1312595000000005,13.60776,9
F,1.45,1.2125,0.4625,28.22192725,11.18387775,7.711064,8.0796075,10
M,1.6,1.4125,0.575,43.119589500000004,18.257078,10.546014,11.509897,20
M,1.5875,1.2125,0.4,35.50774875,17.916884,8.391452000000001,8.6465975,9
M,1.2,0.8875,0.3375,16.45688475,6.27941425,3.78465825,5.216308000000001,8
M,1.525,1.2125,0.4,30.900955,12.74310025,5.8683464999999995,8.6465975,9
F,1.6375,1.2875,0.475,37.57726225,14.203099499999999,9.25611175,11.623294999999999,19
M,1.3,1.0625,0.3125,18.12950525,8.94426725,3.95475525,5.216308000000001,8
I,0.825,0.575,0.2,3.81300775,1.587572,0.7370869999999999,1.13398,5
M,1.3125,1.0125,0.3375,22.75047375,10.9712565,4.86193925,5.386405,10
I,0.8875,0.7125,0.2625,7.6827145,4.03980375,1.48834875,2.08368825,7
I,1.175,0.8875,0.3,11.77921725,4.7343665,2.50893075,4.1106775,11
I,1.1625,0.9,0.3125,14.35902175,6.293589,3.2601925,3.9689300000000003,7
F,1.675,1.275,0.425,39.70347475,16.31513725,8.57572375,10.0073735,9
F,1.4875,1.1875,0.375,27.51318975,11.8784405,6.2652395,7.37087,8
F,1.75,1.3875,0.4875,47.513762,19.6462035,12.14776075,13.324264999999999,14
M,1.5125,1.175,0.45,35.16755475,17.08057375,8.1363065,8.9300925,11
M,1.6375,1.3125,0.4,39.19318375,20.0430965,8.32057825,9.355335,10
M,1.6125,1.3,0.4625,47.315315500000004,18.63979625,8.391452000000001,12.190285000000001,11
F,1.0375,0.825,0.25,11.07047975,4.9611625,2.14038725,2.96252275,7
M,1.625,1.2875,0.4875,38.96638775,20.0430965,5.93922025,9.99319875,10
I,1.0875,0.8,0.225,10.716111,6.4920355,2.551455,2.1262125,7
F,1.325,1.025,0.4,20.751834,8.71747125,4.32329875,5.37223025,8
F,1.525,1.2125,0.4,29.66775175,13.19669225,7.29999625,8.164655999999999,9
M,1.3125,1.0,0.3,16.44271,6.633783,3.8271824999999997,5.2446575,10
M,1.7125,1.275,0.4375,53.28288525,25.78387025,10.70193625,13.60776,13
I,1.0875,0.85,0.275,10.886208,4.0539785,2.6365035,3.5436875,8
F,1.325,1.0125,0.3375,19.74542675,8.63242275,3.8838815,5.811647499999999,9
M,1.6,1.2125,0.4125,35.16755475,16.42853525,8.7599955,9.355335,13
I,1.1875,0.9125,0.2875,16.9813505,7.314171000000001,4.0539785,5.386405,10
I,0.525,0.375,0.1125,1.190679,0.49611625,0.38271825,0.4252425,4
